,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,카테고리,기술스택
1138461,"Java, JavaScript 개발자",엠플랜잇,"['JavaScript', 'Java', 'Spring Boot', 'Mybatis', 'MySQL', 'PostgreSQL', 'HTML5', 'CSS 3']",4,416,3,5,서울,강남구,70,2024-01-02 00:10:48.256130,웹 풀스택 개발자,PostgreSQL
1138476,풀스택 개발자 채용공고,일성유한책임회사,"['React', 'JavaScript', 'mobX', 'Recoil', 'SCSS', 'HTML5', 'PostgreSQL', 'Sequelize', 'Git', 'Docker', 'Kubernetes']",12,1076,10,20,대구,동구,70,2024-01-02 00:11:00.839858,웹 풀스택 개발자,PostgreSQL
1138486,개발 팀장,한국해양기상기술,"['Java', 'Spring', 'PostgreSQL', 'Spring Boot', 'Mybatis', 'Thymeleaf', 'Docker', 'GitHub']",2,112,10,30,서울,구로구,70,2024-01-02 00:11:08.948495,웹 풀스택 개발자,PostgreSQL
1138491,[자연이랑] 쇼핑몰 웹 개발 및 운영(경력),행복에프앤씨,"['Java', 'Spring', 'jQuery', 'MSSQL', 'PostgreSQL', 'Git', 'Mybatis', 'Spring Data JPA', 'AZURE']",7,433,7,16,서울,강서구,70,2024-01-02 00:11:11.219426,웹 풀스택 개발자,PostgreSQL
1138497,"개발팀 리더, Web부문 개발전문가, PL, PM",에스피에이치,"['AngularJS', 'Python', 'SQL', 'AWS', 'Spring Framework', 'GCP', 'React', 'Spring Boot', 'REST API', 'PostgreSQL']",12,692,7,15,서울,마포구,70,2024-01-02 00:11:14.594704,웹 풀스택 개발자,PostgreSQL
1138530,Java 개발자 (10년 이상),한국해양기상기술,"['Java', 'Spring', 'Spring Boot', 'PostgreSQL', 'Mybatis', 'Gradle', 'Docker', 'GitHub']",1,158,5,30,서울,구로구,70,2024-01-02 00:11:41.976717,웹 풀스택 개발자,PostgreSQL
1138807,DBA,부동산플래닛,"['MachineLearning', 'BigData', 'PostgreSQL', 'MySQL', 'R']",2,114,2,5,서울,강남구,70,2024-01-02 00:10:22.224916,DBA,PostgreSQL
1138815,[핀트] DBA,디셈버앤컴퍼니,"['MySQL', 'PostgreSQL', 'Oracle', 'MariaDB']",2,129,3,10,서울,강남구,70,2024-01-02 00:10:48.256130,DBA,PostgreSQL
1138820,DB 엔지니어 또는 DBA (2년 이상),비트나인,"['PostgreSQL', 'Oracle', 'Tibero', 'MySQL', 'DB']",4,373,2,10,서울,강남구,70,2024-01-02 00:11:11.219426,DBA,PostgreSQL
1138839,데이터 분석가(주니어),스포카,"['SQL', 'PostgreSQL', 'Python', 'Redash', 'Google BigQuery']",16,239,1,3,서울,강남구,70,2024-01-02 00:09:52.534520,빅데이터 엔지니어,PostgreSQL
1138853,DBA,부동산플래닛,"['MachineLearning', 'BigData', 'PostgreSQL', 'MySQL', 'R']",2,114,2,5,서울,강남구,70,2024-01-02 00:10:22.224916,빅데이터 엔지니어,PostgreSQL
1138872,데이터 분석가(시니어),스포카,"['SQL', 'PostgreSQL', 'Python', 'Redash', 'Google BigQuery']",1,49,5,10,서울,강남구,70,2024-01-02 00:10:56.289484,빅데이터 엔지니어,PostgreSQL
1138893,[토스] Financial System Engineer,비바리퍼블리카,"['MSSQL', 'MySQL', 'SQL', 'SAP', 'ERP', 'Oracle', 'MongoDB', 'PostgreSQL', 'Hadoop', 'Databricks']",8,791,5,10,서울,강남구,70,2024-01-02 00:11:39.676692,빅데이터 엔지니어,PostgreSQL
1138913,Senior Data Analyst 경력직 모집,메이크스타,"['Google BigQuery', 'Google Cloud Storage', 'Google Cloud SQL', 'PostgreSQL', 'Amazon Aurora', 'MySQL', 'Google Analytics', 'Google Tag Manager', 'Redash', 'Grafana']",1,52,5,20,서울,강남구,70,2024-01-02 00:12:19.306340,빅데이터 엔지니어,PostgreSQL
1139015,MLOps Engineer,메이아이,"['Python', 'AWS', 'Argo', 'Airflow', 'MySQL', 'PostgreSQL', 'Amazon DynamoDB', 'GitHub', 'Kubernetes']",7,426,1,10,서울,강남구,70,2024-01-02 00:11:22.626660,인공지능/머신러닝,PostgreSQL
1139160,MLOps Engineer,메이아이,"['Python', 'AWS', 'Argo', 'Airflow', 'MySQL', 'PostgreSQL', 'Amazon DynamoDB', 'GitHub', 'Kubernetes']",7,426,1,10,서울,강남구,70,2024-01-02 00:11:22.626660,devops/시스템 엔지니어,PostgreSQL
1139262,네트워크 보안 엔지니어 신입 및 경력 모집,씨큐윈,"['Apache Tomcat', 'MariaDB', 'OpenSSL', 'Apache HTTP Server', 'PostgreSQL', 'Ubuntu', 'Elasticsearch', 'CSS 3']",10,750,0,10,서울,성동구,70,2024-01-02 00:10:12.026351,정보보안 담당자,PostgreSQL
1139358,QA Engineer · AI Platform,루닛,"['React', 'FastAPI', 'Django', 'PostgreSQL', 'MongoDB', 'Streamlit', 'TypeScript', 'Python']",2,132,2,5,서울,강남구,70,2024-01-02 00:12:05.804623,QA 엔지니어,PostgreSQL
1139383,Tech Lead,오지,"['Blockchain', 'Solidity', 'Next.js', 'PostgreSQL', 'GraphQL', 'Java']",1,300,5,10,서울,서초구,70,2024-01-02 00:10:50.535586,개발 PM,PostgreSQL
1139396,"개발팀 리더, Web부문 개발전문가, PL, PM",에스피에이치,"['AngularJS', 'Python', 'SQL', 'AWS', 'Spring Framework', 'GCP', 'React', 'Spring Boot', 'REST API', 'PostgreSQL']",12,692,7,15,서울,마포구,70,2024-01-02 00:11:14.594704,개발 PM,PostgreSQL
1139666,S/W 경력 개발자 채용(프론트엔드/백엔드),에이펙스이에스씨,"['Java', 'JavaScript', 'Go', 'Node.js', 'Python', 'Elasticsearch', 'MariaDB', 'PostgreSQL', 'REST API', 'gRPC', 'Firebase']",9,202,2,7,서울,강남구,70,2024-01-02 00:10:15.417443,SW/솔루션,PostgreSQL
1139736,Desktop 선행연구 담당자,이우소프트,"['C++', 'PostgreSQL', 'JavaScript', 'Node.js', 'ExpressJS', 'Qt', 'C#', 'Java']",6,351,5,10,경기,화성시,70,2024-01-02 00:10:43.765736,SW/솔루션,PostgreSQL
1139751,[IT] 치과용 2D 이미지 뷰어 개발,덴티움,"['C#', 'WPF', 'RDB', 'PostgreSQL', 'C++', 'REST API']",12,536,0,10,경기,수원시,70,2024-01-02 00:10:51.728102,SW/솔루션,PostgreSQL
1139755,디지털 트윈 제작을 위한 Unity 3D 개발자,다임리서치,"['Unity', 'Unreal Engine', 'C#', '.NET', 'C++', 'PostgreSQL', 'Confluence', 'ASP.NET', '3D Rendering', 'Jira']",0,85,2,7,서울,서초구,70,2024-01-02 00:10:55.185900,SW/솔루션,PostgreSQL
1139803,[Upstage] AI Solution Dev&Operation,업스테이지,"['Java', 'Oracle', 'MariaDB', 'Python', 'Docker', 'PostgreSQL', 'Redis']",9,901,1,15,경기,용인시,70,2024-01-02 00:11:13.491025,SW/솔루션,PostgreSQL
1139812,디지털 트윈 제작을 위한 Unity 3D 모델러,다임리서치,"['Unity', 'Unreal Engine', 'C#', '.NET', 'C++', 'PostgreSQL', 'Confluence', 'ASP.NET', '3D Rendering', 'Jira']",0,43,2,7,서울,서초구,70,2024-01-02 00:11:15.713648,SW/솔루션,PostgreSQL
1139856,POS S/W 개발자 채용(Senior),오케이포스,"['Windows', 'Mfc', 'C#', 'WPF', 'MSSQL', 'PostgreSQL', 'MySQL']",4,260,5,10,서울,강남구,70,2024-01-02 00:11:26.019346,SW/솔루션,PostgreSQL
1140035,[부산/경남] 스마트 제조 기반 S/W 개발자,임픽스,"['C#', 'Python', 'Java', 'Appium', 'MSSQL', 'PostgreSQL', 'MariaDB', 'Oracle']",2,170,5,10,경남,양산시,70,2024-01-02 00:12:12.513223,SW/솔루션,PostgreSQL
1140076,[인젠트] 데이터플랫폼팀_DBMS 관리 및 관제 솔루션 개발자 채용,인젠트,"['Java', 'REST API', 'Spring', 'PostgreSQL', 'Linux', 'Git', 'Go', 'C++', 'Python', 'HTML5']",5,345,1,10,서울,영등포구,70,2024-01-02 00:12:21.635375,SW/솔루션,PostgreSQL
1140091,[서울] SW 설계 및 개발,인터엑스,"['Python', 'REST API', 'SW', 'MariaDB', 'PostgreSQL', 'MSSQL', 'Oracle', 'Docker']",0,32,3,10,서울,금천구,70,2024-01-02 00:12:23.905169,SW/솔루션,PostgreSQL
1140142,디지털 트윈 제작을 위한 Unity 3D 개발자,다임리서치,"['Unity', 'Unreal Engine', 'C#', '.NET', 'C++', 'PostgreSQL', 'Confluence', 'ASP.NET', '3D Rendering', 'Jira']",0,85,2,7,서울,서초구,70,2024-01-02 00:10:55.185900,VR/AR/3D,PostgreSQL
1140158,메인넷 프로젝트 - 블록체인 개발자 경력 모집,펜타클유니온,"['JSON-RPC', 'PostgreSQL', 'MySQL', 'Java', 'Spring', 'Vue.js', 'Flutter', 'React', 'JavaScript', 'Rust']",1,107,5,10,서울,강남구,70,2024-01-02 00:10:09.743344,블록체인,PostgreSQL
1140172,Tech Lead,오지,"['Blockchain', 'Solidity', 'Next.js', 'PostgreSQL', 'GraphQL', 'Java']",1,300,5,10,서울,서초구,70,2024-01-02 00:10:50.535586,블록체인,PostgreSQL
1140188,Backend 개발자 채용 (3년 이상),디앤에스에버,"['Node.js', 'TypeScript', 'MySQL', 'PostgreSQL', 'Linux', 'AWS', 'Docker', 'python', 'SQL', 'Java']",1,21,3,15,서울,강남구,70,2024-01-02 00:11:51.028020,블록체인,PostgreSQL
1140222,DB 엔지니어 또는 DBA (2년 이상),비트나인,"['PostgreSQL', 'Oracle', 'Tibero', 'MySQL', 'DB']",4,373,2,10,서울,강남구,70,2024-01-02 00:11:11.219426,기술지원,PostgreSQL
1140266,"[인젠트] 데이터사업실_프리세일즈, 컨설팅 채용",인젠트,"['Spring Framework', 'PostgreSQL', 'Linux', 'sw']",1,223,3,5,서울,영등포구,70,2024-01-02 00:12:05.804623,기술지원,PostgreSQL
1140296,서버/백엔드 개발자 채용 (보충역 지원가능),원투씨엠,"['Spring Boot', 'MySQL', 'REST API', 'RDB', 'AWS', 'AZURE']",252,10539,0,5,서울,서초구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,RDB
1140297,"[패스오더] 백엔드 개발자 (Spring, Python, MSA) (병역특례/산업기능요원/보충역/전직)",페이타랩,"['Python', 'Java', 'Jenkins', 'AWS', 'Redis', 'PostgreSQL', 'MSA', 'Docker', 'NGINX', 'RDB']",478,18546,0,20,서울,강남구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,RDB
1140302,스프링 백엔드 개발자 모집,더블미디어,"['Spring', 'Kotlin', 'Spring Boot', 'Java', 'RDB', 'Redis', 'SQL', 'Git']",114,4004,2,10,서울,강남구,70,2024-01-02 00:09:40.139066,서버/백엔드 개발자,RDB
1140304,"백엔드 엔지니어(Python, Kotlin)",피플펀드컴퍼니,"['Django', 'Spring Boot', 'Python', 'Kotlin', 'Java', 'AWS CodePipeline', 'MySQL', 'MongoDB', 'RDB', 'NoSql']",153,6272,1,10,서울,서초구,70,2024-01-02 00:09:40.139066,서버/백엔드 개발자,RDB
1140348,백엔드(Node.js) 개발자,클라썸,"['AWS', 'GCP', 'Node.js', 'JavaScript', 'TypeScript', 'RDB', 'NoSql', 'WebSocket', 'Socket.IO', 'MSA']",163,4770,0,10,서울,강남구,70,2024-01-02 00:09:48.022316,서버/백엔드 개발자,RDB
1140355,[SK계열사] 자바 백엔드 개발자(클라우드팀),파킹클라우드,"['Java', 'Spring Boot', 'NoSql', 'RDB']",7,464,5,10,서울,금천구,70,2024-01-02 00:09:49.135846,서버/백엔드 개발자,RDB
1140360,백엔드 개발자 채용,엠투클라우드,"['Node.js', 'AngularJS', 'REST API', 'AWS', 'JavaScript', 'MySQL', 'MariaDB', 'RDB', 'Spring MVC']",24,1120,2,6,서울,송파구,70,2024-01-02 00:09:50.251522,서버/백엔드 개발자,RDB
1140384,[스튜디오 G] 백엔드 개발자,스튜디오갈릴레이,"['Spring Boot', 'MariaDB', 'REST API', 'Linux', 'RDB', 'Python', 'Elasticsearch']",47,4121,3,10,경기,용인시,70,2024-01-02 00:09:56.046506,서버/백엔드 개발자,RDB
1140436,[IT] 백엔드 SW개발 (전자차트),덴티움,"['Node.js', 'GraphQL', 'AWS', 'RDB', 'MySQL', 'PostgreSQL', 'NestJS']",35,1302,1,10,경기,수원시,70,2024-01-02 00:10:08.582383,서버/백엔드 개발자,RDB
1140448,리사이클링 솔루션 개발자(BackEnd) 경력,유케이미디어,"['AWS', 'RDB', 'MySQL', 'Git', 'Bitbucket Pipelines', 'REST API', 'Docker', 'Java', 'Jira', 'Confluence', 'Microsoft Teams']",20,593,2,6,서울,종로구,70,2024-01-02 00:10:10.861370,서버/백엔드 개발자,RDB
1140457,[ESTsecurity] C++ 서버 개발자 (신입/경력),이스트시큐리티,"['C++', 'RDB', 'MySQL', 'MariaDB', 'SQL', 'Linux']",10,401,0,10,서울,서초구,70,2024-01-02 00:10:13.200304,서버/백엔드 개발자,RDB
1140465,Backend Engineer (NodeJs),워시스왓,"['Node.js', 'TypeScript', 'NestJS', 'Spring Boot', 'NoSql', 'RDB', 'Redis', 'AWS', 'MongoDB', 'MSA']",10,265,3,8,서울,금천구,70,2024-01-02 00:10:15.417443,서버/백엔드 개발자,RDB
1140474,개발팀장/리더,아인잡,"['Java', 'REST API', 'Spring', 'Spring Boot', 'MySQL', 'AWS', 'Amazon RDS', 'RDB', 'Git', 'Confluence']",6,186,7,15,서울,강남구,70,2024-01-02 00:10:17.690311,서버/백엔드 개발자,RDB
1140482,[IT] 백엔드 SW개발 (클라우드 플랫폼),덴티움,"['Node.js', 'NestJS', 'PostgreSQL', 'GraphQL', 'RDB', 'GitHub', 'Jira', 'Slack', 'Figma', 'Docker', 'NGINX']",19,648,3,7,경기,수원시,70,2024-01-02 00:10:19.959494,서버/백엔드 개발자,RDB
1140485,Backend 개발자,수퍼빈,"['Node.js', 'NestJS', 'MariaDB', 'MongoDB', 'Redis', 'AWS', 'RDB', 'NoSql', 'TypeScript', 'REST API']",16,319,2,5,경기,성남시,70,2024-01-02 00:10:19.959494,서버/백엔드 개발자,RDB
1140491,Platform Infra 개발 – Backend Engineer,씨티케이,"['AWS', 'REST API', 'Docker', 'Git', 'MySQL', 'RDB', 'Spring', 'NoSql', 'Spring Framework', 'Laravel']",10,363,3,15,서울,서초구,70,2024-01-02 00:10:23.396800,서버/백엔드 개발자,RDB
1140504,[O2pluss] Back-end 개발자 추가 모집,오투플러스,"['PHP', 'Laravel', 'RDB', 'MySQL', 'RabbitMQ', 'Elasticsearch']",22,1964,0,10,경기,용인시,70,2024-01-02 00:10:26.802624,서버/백엔드 개발자,RDB
1140505,[병역특례_보충역/전직] 백엔드 개발,피어테크,"['Node.js', 'Python', 'RDB', 'NoSql', 'Git', 'Redis', 'Linux', 'Blockchain']",18,1097,1,5,서울,강남구,70,2024-01-02 00:10:26.802624,서버/백엔드 개발자,RDB
1140510,백엔드 개발자,블랙탠저린,"['Node.js', 'AWS', 'PostgreSQL', 'MongoDB', 'RDB', 'TypeScript', 'Redis', 'GitHub']",40,1769,3,20,서울,강남구,70,2024-01-02 00:10:27.922455,서버/백엔드 개발자,RDB
1140537,플랫폼 웹개발(백엔드),위메이드,"['Java', 'Spring', 'Spring Boot', 'REST API', 'RDB', 'NoSql']",8,360,5,10,경기,성남시,70,2024-01-02 00:10:34.729551,서버/백엔드 개발자,RDB
1140572,Backend Engineer (차량 구독 서비스),42dot,"['Java', 'Spring Boot', 'Spring Data JPA', 'RDB', 'NoSql']",8,259,5,15,서울,강남구,70,2024-01-02 00:10:42.605529,서버/백엔드 개발자,RDB
1140577,[네이버클라우드&웅진씽크빅] (주)배컴 백엔드개발자 채용,배컴,"['Spring Framework', 'Java', 'RDB', 'REST API', 'Spring Data JPA']",74,2109,5,10,서울,강남구,70,2024-01-02 00:10:42.605529,서버/백엔드 개발자,RDB
1140579,JAVA 백엔드 개발자(차장급),아파트아이,"['Java', 'MSSQL', 'Oracle', 'JavaScript', 'jQuery', 'Spring Framework', 'RDB', 'Redis', 'Kafka']",2,54,10,14,서울,금천구,70,2024-01-02 00:10:43.765736,서버/백엔드 개발자,RDB
1140607,Back-end 어댑터 서버 개발자,시니스트,"['Node.js', 'Spring Boot', 'NoSql', 'Linux', 'RDB']",13,672,5,10,서울,강남구,70,2024-01-02 00:10:51.728102,서버/백엔드 개발자,RDB
1140611,Backend Engineer,한국평가정보,"['AWS', 'Spring', 'DB', 'RDB', 'NoSql']",11,317,3,10,서울,강남구,70,2024-01-02 00:10:52.905434,서버/백엔드 개발자,RDB
1140612,백엔드 엔지니어,옴니어스,"['Python', 'Java', 'C#', 'RDB', 'Docker', 'Kubernetes', 'PyTorch', 'FastAPI', 'MySQL', 'Dynamo']",6,209,3,10,서울,강남구,70,2024-01-02 00:10:52.905434,서버/백엔드 개발자,RDB
1140622,백엔드 에이전트 개발자(Golang),와탭랩스,"['Golang', 'SQL', 'RDB', 'NoSql', 'MSA']",7,472,3,12,서울,서초구,70,2024-01-02 00:10:56.289484,서버/백엔드 개발자,RDB
1140624,백엔드 개발자 채용 (상시 모집),라이트하우스,"['Python', 'Django', 'React', 'RDB', 'SQL']",15,776,2,5,경기,성남시,70,2024-01-02 00:10:57.449601,서버/백엔드 개발자,RDB
1140675,[MOFIN] 2023 하반기 채용 - 백엔드 개발자,모핀,"['Java', 'GoLand', 'Spring', 'RDB', 'MySQL', 'REST API', 'Linux', 'Redis', 'MongoDB', 'Kafka', 'NoSql']",1,82,5,7,서울,금천구,70,2024-01-02 00:11:14.594704,서버/백엔드 개발자,RDB
1140733,디지털트윈 솔루션 백엔드 경력개발자,휴비즈아이씨티,"['NoSql', 'RDB', 'SW', 'Unity']",1,173,3,20,경북,포항시,70,2024-01-02 00:11:36.275422,서버/백엔드 개발자,RDB
1140735,백엔드(Back-end) 개발자 (경력 7년이상),유진로봇,"['JavaScript', 'Network', 'RDB', 'NoSql', 'Node.js', 'Linux']",12,801,7,15,인천,연수구,70,2024-01-02 00:11:37.390563,서버/백엔드 개발자,RDB
1140755,[글로벌기업 Swit] 백엔드 개발자(7년이상 경력),스윗코리아,"['Java', 'GCP', 'AWS', 'AZURE', 'WebSocket', 'Redis', 'Golang', 'RDB', 'Google BigQuery', 'ELK']",7,392,7,15,서울,강남구,70,2024-01-02 00:11:45.348492,서버/백엔드 개발자,RDB
1140780,시니어 백엔드 엔지니어,트리플콤마,"['AWS', 'Java', 'Spring Boot', 'REST API', 'WebSocket', 'RDB']",2,283,5,10,서울,강남구,70,2024-01-02 00:11:55.571503,서버/백엔드 개발자,RDB
1140791,백엔드 에이전트 개발자(C&C++),와탭랩스,"['C', 'C++', 'SQL', 'RDB', 'NoSql', 'MSA']",8,387,3,12,서울,서초구,70,2024-01-02 00:12:01.261441,서버/백엔드 개발자,RDB
1140797,[ESTsecurity] 알약M 백엔드 개발(경력),이스트시큐리티,"['Spring Framework', 'REST API', 'RDB', 'NoSql', 'MariaDB']",5,336,7,10,서울,서초구,70,2024-01-02 00:12:03.542260,서버/백엔드 개발자,RDB
1141155,[협업툴 플로우] 엔터프라이즈 개발자 모집중,마드라스체크,"['Java', 'JavaScript', 'jQuery', 'Node.js', 'RDB', 'Linux', 'AWS']",36,1056,0,10,서울,영등포구,70,2024-01-02 00:09:44.591252,웹 풀스택 개발자,RDB
1141224,웹 풀스택 개발,KATRI시험연구원,"['Java', 'JavaScript', 'RDB', 'Spring']",3,87,5,15,서울,동대문구,70,2024-01-02 00:10:25.673687,웹 풀스택 개발자,RDB
1141298,웹개발자 경력자 채용(PL급),디지털다임,"['Java', 'Spring Framework', 'REST API', 'Oracle', 'MSSQL', 'MySQL', 'RDB', 'Git']",1,373,5,10,서울,용산구,70,2024-01-02 00:11:28.303520,웹 풀스택 개발자,RDB
1141328,PHP 개발자,빗코탑,"['PHP', 'HTML5', 'CSS 3', 'RDB', 'Laravel', 'Python', 'MySQL']",0,267,3,5,서울,강남구,70,2024-01-02 00:11:48.806308,웹 풀스택 개발자,RDB
1141604,DBA,와디즈,"['RDB', 'DB', 'MySQL', 'NoSql', 'MongoDB', 'GrapheneDB']",5,367,5,10,경기,성남시,70,2024-01-02 00:11:04.247686,DBA,RDB
1141607,[ESTsoft] DB 관리자 (경력),이스트소프트,"['RDB', 'NoSql']",1,96,10,15,서울,서초구,70,2024-01-02 00:11:07.614495,DBA,RDB
1141876,IT 내부 시스템 개발 운영 및 ERP 구축 담당,호전실업,"['Power builder', 'ERP', 'RDB', 'Java', 'C#', '.NET']",0,68,5,15,서울,마포구,70,2024-01-02 00:10:07.408654,devops/시스템 엔지니어,RDB
1141962,[ESTsoft] IT인프라 엔지니어 (경력),이스트소프트,"['AWS', 'Linux', 'AZURE', 'GCP', 'Zabbix', 'Prometheus', 'Grafana', 'RDB', 'Terraform', 'Ansible', 'Puppet Labs']",2,229,5,10,서울,서초구,70,2024-01-02 00:11:30.577183,devops/시스템 엔지니어,RDB
1142155,개발팀장/리더,아인잡,"['Java', 'REST API', 'Spring', 'Spring Boot', 'MySQL', 'AWS', 'Amazon RDS', 'RDB', 'Git', 'Confluence']",6,186,7,15,서울,강남구,70,2024-01-02 00:10:17.690311,개발 PM,RDB
1142185,[WATA Inc] 개발 기술 총괄 및 시스템 기획자,WATA Inc.,"['RDB', 'REST API', 'C++', 'Java', 'AWS', 'React', 'SQL']",1,437,9,18,경기,성남시,70,2024-01-02 00:11:15.713648,개발 PM,RDB
1142473,응용프로그램 개발자,케이씨이아이,"['C#', 'C++', 'Linux', 'RDB']",12,993,0,10,서울,구로구,70,2024-01-02 00:10:23.396800,SW/솔루션,RDB
1142539,[IT] 치과용 2D 이미지 뷰어 개발,덴티움,"['C#', 'WPF', 'RDB', 'PostgreSQL', 'C++', 'REST API']",12,536,0,10,경기,수원시,70,2024-01-02 00:10:51.728102,SW/솔루션,RDB
1142544,GNSS/GPS (위성항법) 솔루션 개발자,피피솔,"['Python', 'MATLAB', 'GitHub', 'Git', 'Docker', 'RDB', 'C', 'C++', 'Slack']",3,215,0,15,서울,금천구,70,2024-01-02 00:10:55.185900,SW/솔루션,RDB
1142564,스마트팩토리 시스템 구축 및 개발자,휴템,"['C#', 'MSSQL', 'RDB', 'MES']",22,1037,0,10,서울,금천구,70,2024-01-02 00:11:02.013623,SW/솔루션,RDB
1142598,[WATA Inc] 개발 기술 총괄 및 시스템 기획자,WATA Inc.,"['RDB', 'REST API', 'C++', 'Java', 'AWS', 'React', 'SQL']",1,437,9,18,경기,성남시,70,2024-01-02 00:11:15.713648,SW/솔루션,RDB
1142951,[병역특례_보충역/전직] 백엔드 개발,피어테크,"['Node.js', 'Python', 'RDB', 'NoSql', 'Git', 'Redis', 'Linux', 'Blockchain']",18,1097,1,5,서울,강남구,70,2024-01-02 00:10:26.802624,블록체인,RDB
1142955,플랫폼 웹개발(백엔드),위메이드,"['Java', 'Spring', 'Spring Boot', 'REST API', 'RDB', 'NoSql']",8,360,5,10,경기,성남시,70,2024-01-02 00:10:34.729551,블록체인,RDB
1143022,[ESTsoft] IT인프라 엔지니어 (경력),이스트소프트,"['AWS', 'Linux', 'AZURE', 'GCP', 'Zabbix', 'Prometheus', 'Grafana', 'RDB', 'Terraform', 'Ansible', 'Puppet Labs']",2,229,5,10,서울,서초구,70,2024-01-02 00:11:30.577183,기술지원,RDB
1143076,[상장사/성수동] 통합로그관리 SW 기술지원 엔지니어,브레인즈컴퍼니,"['Kafka', 'Redis', 'Node.js', 'K8S', 'Docker', 'RDB', 'Linux', 'Elasticsearch']",0,7,5,10,서울,성동구,70,2024-01-02 00:12:25.021016,기술지원,RDB
