,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,URL,카테고리,기술스택
900054,Back-end 개발자 (2년 이상),씨드로닉스,"['REST API', 'MariaDB', 'Node.js', 'MongoDB', 'Arduino', 'ExpressJS']",24,648,2,10,서울,강남구,70,2024-05-08 00:30:16.298469,https://www.jumpit.co.kr/position/23183,서버/백엔드 개발자,REST API
900061,[미리캔버스] 시니어 백엔드 개발자,미리디,"['Java', 'REST API', 'Git Flow', 'PostgreSQL', 'JavaScript', 'Redis', 'Spring Framework', 'Node.js', 'Spring', 'AWS']",125,4890,6,15,서울,구로구,70,2024-05-08 00:30:17.372486,https://www.jumpit.co.kr/position/5198,서버/백엔드 개발자,REST API
900063,"백엔드 개발자, Back-end developer (경력)",소셜인프라테크,"['TypeScript', 'REST API', 'NoSql', 'Linux', 'Node.js', 'AWS', 'Python']",22,889,2,5,서울,강남구,70,2024-05-08 00:30:17.372486,https://www.jumpit.co.kr/position/22938,서버/백엔드 개발자,REST API
900064,솔루션 개발자,엠서클,"['REST API', 'Java', 'Spring Boot', 'Spring', 'Oracle']",46,939,3,10,서울,강남구,70,2024-05-08 00:30:18.436146,https://www.jumpit.co.kr/position/20080,서버/백엔드 개발자,REST API
900066,리사이클링 솔루션 운영 및 유지보수(웹 풀스택),유케이미디어,"['Java', 'REST API', 'Git', 'Redux', 'MySQL', 'Next.js', 'Spring', 'React', 'AWS']",2,160,3,7,서울,종로구,70,2024-05-08 00:30:18.436146,https://www.jumpit.co.kr/position/23234,서버/백엔드 개발자,REST API
900068,Node.js Back-End 개발자 모집,팬마음,"['REST API', 'Git', 'Node.js', 'AWS']",51,1603,2,5,서울,강남구,70,2024-05-08 00:30:19.508766,https://www.jumpit.co.kr/position/14348,서버/백엔드 개발자,REST API
900072,[팬플러스] 백엔드(Node.js) 개발자 병역특례_보충역 모집,팬마음,"['REST API', 'Git', 'Node.js', 'AWS']",30,2345,0,7,서울,강남구,70,2024-05-08 00:30:19.508766,https://www.jumpit.co.kr/position/9205,서버/백엔드 개발자,REST API
900077,Backend Engineer (2-5년차),그릿스탠다드,"['Java', 'REST API', 'Git', 'Spring Framework', 'Spring Data JPA', 'SQL']",19,405,2,5,서울,성동구,70,2024-05-08 00:30:20.575929,https://www.jumpit.co.kr/position/24629,서버/백엔드 개발자,REST API
900082,데이터 스크래핑/API연동 개발자 (Python),서클플랫폼,"['REST API', 'Linux', 'FastAPI', 'ScrapingBot', 'Python', 'Flask', 'SQL']",15,391,1,10,서울,강남구,70,2024-05-08 00:30:21.651185,https://www.jumpit.co.kr/position/24395,서버/백엔드 개발자,REST API
900084,[스튜디오 G] 백엔드 개발자,스튜디오갈릴레이,"['REST API', 'RDB', 'Linux', 'Elasticsearch', 'MariaDB', 'Spring Boot', 'Python']",69,5388,3,10,경기,용인시,70,2024-05-08 00:30:21.651185,https://www.jumpit.co.kr/position/8102,서버/백엔드 개발자,REST API
900088,[워트 개발팀] Java 백엔드 개발자 모집,워트인텔리전스,"['Java', 'REST API', 'Linux', 'NGINX', 'MySQL', 'Spring Framework', 'Spring', 'AWS', 'Mybatis', 'SQL']",65,3233,5,15,서울,서초구,70,2024-05-08 00:30:22.712095,https://www.jumpit.co.kr/position/6137,서버/백엔드 개발자,REST API
900089,"[TRUMPIA, 외국계] Java Backend 서비스 개발자 모집",트럼피아,"['Java', 'REST API', 'Docker', 'Elasticsearch', 'Spring Framework', 'MariaDB', 'Spring Data JPA']",98,3239,3,12,서울,강남구,70,2024-05-08 00:30:22.712095,https://www.jumpit.co.kr/position/512,서버/백엔드 개발자,REST API
900090,Back-End Developer,부동산플래닛,"['Java', 'REST API', 'Visual Studio Code', 'Git', 'NoSql', 'IntelliJ IDEA', 'Spring Framework', 'Mybatis']",51,1406,3,5,서울,강남구,70,2024-05-08 00:30:22.712095,https://www.jumpit.co.kr/position/20987,서버/백엔드 개발자,REST API
900091,Backend 개발자,수퍼빈,"['TypeScript', 'RDB', 'REST API', 'NoSql', 'MariaDB', 'Redis', 'Node.js', 'MongoDB', 'AWS', 'NestJS']",55,1295,2,5,경기,성남시,70,2024-05-08 00:30:23.788172,https://www.jumpit.co.kr/position/21249,서버/백엔드 개발자,REST API
900093,[경력] 백엔드 개발자 (서울),엔엑스,"['REST API', 'Java', 'NoSql', 'Docker', 'Linux', 'Node.js', 'MongoDB', 'AWS']",74,2393,3,15,서울,영등포구,70,2024-05-08 00:30:23.788172,https://www.jumpit.co.kr/position/7897,서버/백엔드 개발자,REST API
900095,PHP 웹개발자 채용,캐럿글로벌,"['REST API', 'Linux', 'CodeIgniter', 'MySQL', 'MariaDB', 'PHP', 'Spring', 'Oracle', 'Laravel']",69,3201,2,15,서울,서초구,70,2024-05-08 00:30:23.788172,https://www.jumpit.co.kr/position/2749,서버/백엔드 개발자,REST API
900098,백엔드 개발,피어테크,"['RabbitMQ', 'REST API', 'Git', 'Django', 'Redis', 'Node.js', 'Spring Boot', 'NestJS', 'ExpressJS', 'Flask']",54,2080,3,8,서울,강남구,70,2024-05-08 00:30:24.872519,https://www.jumpit.co.kr/position/7217,서버/백엔드 개발자,REST API
900101,Web (back-end) 개발인력(솔루션개발실),아이페이지온,"['AngularJS', 'REST API', 'Java', 'jQuery', 'JSP', 'Spring Framework', 'Thymeleaf', 'Node.js', 'WebRTC']",21,1320,2,10,서울,강남구,70,2024-05-08 00:30:24.872519,https://www.jumpit.co.kr/position/5739,서버/백엔드 개발자,REST API
900102,백엔드 개발자 채용,엠투클라우드,"['AngularJS', 'REST API', 'RDB', 'Spring MVC', 'JavaScript', 'MySQL', 'MariaDB', 'Node.js', 'AWS']",37,1954,6,10,서울,송파구,70,2024-05-08 00:30:24.872519,https://www.jumpit.co.kr/position/18500,서버/백엔드 개발자,REST API
900119,Back-end Developer (6년 이상~),시릴리,"['REST API', 'NoSql', 'Go', 'Redis', 'Node.js', 'MSA', 'AWS', 'Python']",7,221,6,15,서울,강남구,70,2024-05-08 00:30:29.156023,https://www.jumpit.co.kr/position/23627,서버/백엔드 개발자,REST API
900120,[네이버클라우드&웅진씽크빅] (주)배컴 백엔드 개발자,배컴,"['Java', 'RDB', 'REST API', 'Spring Framework', 'Spring Data JPA', 'Kubernetes']",25,476,3,8,서울,강남구,70,2024-05-08 00:30:29.156023,https://www.jumpit.co.kr/position/24128,서버/백엔드 개발자,REST API
900122,[4DREPLAY] Web Back-end Development 개발자 채용 (경력),포디리플레이코리아,"['REST API', 'Java', 'PostgreSQL', 'MySQL', 'Redis', 'MongoDB', 'Node.js', 'MSSQL', 'AWS', 'ExpressJS']",18,564,2,5,서울,강남구,70,2024-05-08 00:30:30.226069,https://www.jumpit.co.kr/position/22851,서버/백엔드 개발자,REST API
900129,Back-end Engineer  (경력 5년 이상),액션파워,"['REST API', 'Docker', 'Node.js', 'Kubernetes']",41,1596,5,15,서울,관악구,70,2024-05-08 00:30:31.294888,https://www.jumpit.co.kr/position/10824,서버/백엔드 개발자,REST API
900132,[캐시워크] 백엔드/서버 개발자,넛지헬스케어,"['TypeScript', 'REST API', 'NoSql', 'Git', 'Cachet', 'Node.js', 'graphql', 'AWS']",83,3301,4,10,서울,강남구,70,2024-05-08 00:30:31.294888,https://www.jumpit.co.kr/position/11982,서버/백엔드 개발자,REST API
900134,백엔드 개발자 경력(3년 이상),디윅스,"['Java', 'REST API', 'AI/인공지능', 'Linux', 'Spring Framework', 'Spring Boot', 'Python']",5,397,3,7,서울,강남구,70,2024-05-08 00:30:31.294888,https://www.jumpit.co.kr/position/24015,서버/백엔드 개발자,REST API
900137,SW 개발자(백엔드),골프존씨엠,"['Java', 'REST API', 'jQuery', 'Classic ASP', 'JavaScript', 'MySQL', 'MSSQL', 'DB', 'SQL']",7,148,3,10,서울,강남구,70,2024-05-08 00:30:32.375804,https://www.jumpit.co.kr/position/24406,서버/백엔드 개발자,REST API
900140,node.js 개발자(3년 이상),드리븐,"['REST API', 'MySQL', 'JavaScript', 'Sequelize', 'Node.js', 'AWS']",11,240,3,10,서울,강남구,70,2024-05-08 00:30:33.443163,https://www.jumpit.co.kr/position/24139,서버/백엔드 개발자,REST API
900142,백엔드 개발자 채용 (재택근무가능),다이얼커뮤니케이션즈,"['REST API', 'Git', 'Slack', 'Wiki.js', 'PHP', 'Node.js', 'Jira']",45,1668,2,10,서울,강서구,70,2024-05-08 00:30:33.443163,https://www.jumpit.co.kr/position/16582,서버/백엔드 개발자,REST API
900146,서버/백엔드  경력 개발자,라온로드,"['REST API', 'Java', 'GitHub Pages', 'Docker', 'PostgreSQL', 'GitHub', 'MySQL', 'Go', 'MariaDB', 'TCP/IP', 'Python']",8,537,2,10,경기,성남시,70,2024-05-08 00:30:35.588934,https://www.jumpit.co.kr/position/22545,서버/백엔드 개발자,REST API
900149,PHP 웹개발자,뮤직플랫,"['REST API', 'PHP', 'MSSQL']",18,862,2,10,서울,구로구,70,2024-05-08 00:30:35.588934,https://www.jumpit.co.kr/position/16881,서버/백엔드 개발자,REST API
900166,[그린라이트] php 웹 개발자,즐거움을더하다,"['REST API', 'Git', 'Linux', 'PHPCI', 'MySQL', 'MariaDB', 'PHP', 'Node.js', 'AWS']",23,1419,2,10,서울,성동구,70,2024-05-08 00:30:38.831704,https://www.jumpit.co.kr/position/13304,서버/백엔드 개발자,REST API
900170,Java SpringBoot 백엔드 개발자 (5년 이상 경력),아이쿠카,"['Java', 'REST API', 'PostgreSQL', 'Spring Boot', 'AWS', 'Apache HTTP Server', 'Python']",28,1298,5,15,서울,마포구,70,2024-05-08 00:30:39.903789,https://www.jumpit.co.kr/position/19651,서버/백엔드 개발자,REST API
900174,[전기아이피] 백엔드 개발(게임플랫폼),위메이드,"['Java', 'REST API', 'Hibernate', 'Git', 'Spring Boot', 'Spring']",18,241,3,10,경기,성남시,70,2024-05-08 00:30:40.976719,https://www.jumpit.co.kr/position/24506,서버/백엔드 개발자,REST API
900180,MSA 기반 Application Architect,씨제이올리브네트웍스(CJ올리브네트웍스),"['Java', 'REST API', 'RDB', 'K8S', 'Kafka', 'MSA', 'Spring Boot', 'AWS', 'GitLab', 'Kotlin']",7,252,7,12,서울,용산구,70,2024-05-08 00:30:42.065042,https://www.jumpit.co.kr/position/24151,서버/백엔드 개발자,REST API
900182,백엔드 개발자(펀드서비스 담당),피어테크,"['REST API', 'Node.js', 'MSA', 'AWS', 'SQL']",39,1625,3,8,서울,강남구,70,2024-05-08 00:30:42.065042,https://www.jumpit.co.kr/position/10427,서버/백엔드 개발자,REST API
900185,클라우드 플랫폼 개발자,엠넥스,"['REST API', 'NGINX', 'MySQL', 'Redis', 'Node.js', 'Apache HTTP Server']",20,1097,1,15,경기,안양시,70,2024-05-08 00:30:43.142024,https://www.jumpit.co.kr/position/1605,서버/백엔드 개발자,REST API
900189,백엔드 개발자,데이터메이커,"['Rails', 'REST API', 'Django', 'Django REST framework', 'PostgreSQL', 'MySQL', 'Node.js', 'Oracle', 'Spring', 'Python']",71,5390,5,20,대전,유성구,70,2024-05-08 00:30:44.226482,https://www.jumpit.co.kr/position/6835,서버/백엔드 개발자,REST API
900195,백엔드 개발자,키즈노트,"['REST API', 'Git', 'OpenAPI', 'Python']",34,891,3,10,경기,성남시,70,2024-05-08 00:30:46.370091,https://www.jumpit.co.kr/position/17948,서버/백엔드 개발자,REST API
900199,"백엔드 개발자 (대리, 과장급)",유니메오,"['Java', 'REST API', 'Git', 'Linux', 'MySQL', 'MySQL WorkBench', 'Spring Framework', 'Spring Boot', 'Spring']",8,99,5,12,서울,서초구,70,2024-05-08 00:30:46.370091,https://www.jumpit.co.kr/position/24557,서버/백엔드 개발자,REST API
900211,"[아프리카TV] Global 서비스 Back-end 개발 (Node.js, NestJS)",숲,"['TypeScript', 'REST API', 'JavaScript', 'Node.js', 'NestJS', 'ExpressJS']",56,2485,4,10,경기,성남시,70,2024-05-08 00:30:49.581615,https://www.jumpit.co.kr/position/17180,서버/백엔드 개발자,REST API
900223,[광고 추천팀] 서버 엔지니어 (경력 3년 이상),버즈빌(허니스크린),"['Golang', 'REST API', 'Elasticsearch', 'GCP', 'MySQL', 'Redis', 'AWS', 'Python', 'Kubernetes']",10,189,3,15,서울,송파구,70,2024-05-08 00:30:52.801760,https://www.jumpit.co.kr/position/23961,서버/백엔드 개발자,REST API
900226,Back-end 개발자 모집,씨티엔에스,"['RDB', 'REST API', 'NoSql', 'PostgreSQL', 'MySQL', 'Node.js', 'Oracle']",14,307,3,10,서울,강남구,70,2024-05-08 00:30:53.866046,https://www.jumpit.co.kr/position/22868,서버/백엔드 개발자,REST API
900227,[ESTsecurity] 알약M 백엔드 개발(경력),이스트시큐리티,"['REST API', 'RDB', 'Java', 'NoSql', 'Spring Framework', 'MariaDB', 'PHP']",12,259,5,10,서울,서초구,70,2024-05-08 00:30:53.866046,https://www.jumpit.co.kr/position/23473,서버/백엔드 개발자,REST API
900230,[에이스손해보험] IT 시스템 개발자 (대리-과장),에이스아메리칸화재해상보험,"['REST API', 'CSS 3', 'jQuery', 'Microsoft IIS', 'JavaScript', 'ASP.NET', 'Visual Studio', 'MSSQL']",13,429,5,8,서울,종로구,70,2024-05-08 00:30:53.866046,https://www.jumpit.co.kr/position/22039,서버/백엔드 개발자,REST API
900241,백엔드 개발자,긴트,"['TypeScript', 'REST API', 'GraphQL', 'JavaScript', 'AWS', 'Python']",13,366,4,10,경기,성남시,70,2024-05-08 00:30:57.073230,https://www.jumpit.co.kr/position/23281,서버/백엔드 개발자,REST API
900244,node.js 개발자 (3년 이상),스타일씨코퍼레이션,"['REST API', 'Git', 'Node.js', 'AWS']",28,701,3,20,서울,마포구,70,2024-05-08 00:30:57.073230,https://www.jumpit.co.kr/position/16731,서버/백엔드 개발자,REST API
900256,백엔드 개발자 채용,바로팜,"['TypeScript', 'REST API', 'Git', 'Svelte', 'AWS', 'Python']",55,2105,3,10,서울,강남구,70,2024-05-08 00:31:00.297898,https://www.jumpit.co.kr/position/13495,서버/백엔드 개발자,REST API
900258,"웹 어플리케이션 개발자 모집(C#, ASP.NET 등)",에이블정보,"['C#', 'REST API', 'C++', 'JavaScript', 'ASP.NET', 'MSSQL', '.NET Core']",8,634,1,10,서울,서초구,70,2024-05-08 00:31:01.371312,https://www.jumpit.co.kr/position/22309,서버/백엔드 개발자,REST API
900269,디지털 자산 운용 퀀트 개발자,피어테크,"['REST API', 'Java', 'Linux', 'Spring Boot', 'AWS', 'Python']",26,1316,3,8,서울,강남구,70,2024-05-08 00:31:03.521153,https://www.jumpit.co.kr/position/7220,서버/백엔드 개발자,REST API
900271,자바 백엔드 개발 - 회원개발(5년차 이상),와디즈,"['Java', 'REST API', 'Git', 'Elasticsearch', 'Confluence', 'MySQL', 'Spring Boot', 'MSA', 'Spring', 'Jira']",9,222,5,10,경기,성남시,70,2024-05-08 00:31:03.521153,https://www.jumpit.co.kr/position/24193,서버/백엔드 개발자,REST API
900274,백엔드 개발(게임 퍼블리싱 플랫폼),위메이드,"['Java', 'REST API', 'OAuth2', 'IAPHUB', 'Redis', 'Spring Boot', 'Spring', 'Kubernetes']",6,177,5,15,경기,성남시,70,2024-05-08 00:31:04.593279,https://www.jumpit.co.kr/position/24194,서버/백엔드 개발자,REST API
900280,시니어 백엔드 엔지니어,트리플콤마,"['Java', 'REST API', 'RDB', 'Spring Boot', 'AWS', 'WebSocket']",14,653,5,10,서울,강남구,70,2024-05-08 00:31:05.659364,https://www.jumpit.co.kr/position/19241,서버/백엔드 개발자,REST API
900283,Java Senior 개발자 (E-Biz개발팀),델레오코리아,"['REST API', 'Java', 'Git', 'Slack', 'PHP', 'Spring Boot', 'MSA', 'Spring', 'Jira', 'AWS']",24,808,8,20,서울,강남구,70,2024-05-08 00:31:06.732362,https://www.jumpit.co.kr/position/20221,서버/백엔드 개발자,REST API
900286,Back-end Engineer,한화비전,"['TypeScript', 'REST API', 'Git', 'Node.js', 'AWS', 'NestJS']",13,415,5,12,경기,성남시,70,2024-05-08 00:31:07.810673,https://www.jumpit.co.kr/position/24030,서버/백엔드 개발자,REST API
900287,카카오/네이버 연계 시스템 서버 개발자,비즈톡,"['REST API', 'Git', 'Linux', 'Spring Boot', 'AWS']",22,752,5,10,서울,강남구,70,2024-05-08 00:31:07.810673,https://www.jumpit.co.kr/position/15757,서버/백엔드 개발자,REST API
900291,[바티] 자동화 노코드 툴 JAVA 백엔드 개발자,바티에이아이,"['AWS Lambda', 'RabbitMQ', 'Java', 'REST API', 'RPA', 'NLP', 'Redis', 'Spring Data JPA', 'Python']",8,652,5,7,서울,강남구,70,2024-05-08 00:31:07.810673,https://www.jumpit.co.kr/position/16047,서버/백엔드 개발자,REST API
900311,안드로이드 경력 백엔드 개발자,하이로컬,"['TypeScript', 'REST API', 'MySQL', 'Node.js', 'React Native', 'AWS', 'React', 'WebSocket']",20,1362,2,5,서울,종로구,70,2024-05-08 00:31:13.167893,https://www.jumpit.co.kr/position/6830,서버/백엔드 개발자,REST API
900323,[경력] 백엔드 개발자 (울산),엔엑스,"['REST API', 'Java', 'NoSql', 'Docker', 'Linux', 'Node.js', 'MongoDB', 'AWS']",3,254,3,15,울산,울주군,70,2024-05-08 00:31:16.407562,https://www.jumpit.co.kr/position/22045,서버/백엔드 개발자,REST API
900325,Java 백엔드 개발자(Senior),티웨이브,"['Jenkins', 'Java', 'REST API', 'Git', 'QueryDSL', 'MySQL', 'Redis', 'AWS', 'Spring Data JPA', 'Spring Batch', 'React']",8,216,9,15,서울,강남구,70,2024-05-08 00:31:16.407562,https://www.jumpit.co.kr/position/24356,서버/백엔드 개발자,REST API
900329,[FMS] 백엔드 개발(3년 이상),아이엠에스커넥트,"['Java', 'REST API', 'Git', 'Kafka', 'Spring Boot', 'Python']",10,497,3,9,서울,광진구,70,2024-05-08 00:31:17.476507,https://www.jumpit.co.kr/position/20170,서버/백엔드 개발자,REST API
900337,개발팀장/리더,아인잡,"['Java', 'REST API', 'RDB', 'Git', 'Confluence', 'MySQL', 'Spring Boot', 'Spring', 'AWS', 'Amazon RDS']",9,649,7,15,서울,강남구,70,2024-05-08 00:31:19.635383,https://www.jumpit.co.kr/position/20741,서버/백엔드 개발자,REST API
900341,[CARVI] Back-end 개발자,카비,"['AWS Lambda', 'REST API', 'Node.js', 'MongoDB', 'AWS', 'Amazon DynamoDB', 'SQL', 'Python']",3,409,7,15,서울,금천구,70,2024-05-08 00:31:21.781700,https://www.jumpit.co.kr/position/16775,서버/백엔드 개발자,REST API
900346,백엔드(풀스텍) 개발자,알비에치,"['REST API', 'Java', 'Amazon EC2', 'Amazon S3', 'Infra', 'Node.js', 'Spring', 'React', 'Spring Data JPA']",1,57,7,20,경기,안양시,70,2024-05-08 00:31:22.849545,https://www.jumpit.co.kr/position/24624,서버/백엔드 개발자,REST API
900353,[울산] 백엔드(Backend) 개발자,인터엑스,"['REST API', 'PostgreSQL', 'MongoDB', 'Python']",2,405,2,10,울산,중구,70,2024-05-08 00:31:25.012696,https://www.jumpit.co.kr/position/17144,서버/백엔드 개발자,REST API
900364,"[Backend 개발 - R&D, 개발]",미니게이트,"['Java', 'REST API', 'Git', 'MySQL', 'Spring Boot', 'Spring', 'MSSQL', 'Oracle', 'AWS']",15,1277,8,10,서울,강남구,70,2024-05-08 00:31:28.242209,https://www.jumpit.co.kr/position/3816,서버/백엔드 개발자,REST API
900369,[서울] SW 설계 및 개발,인터엑스,"['REST API', 'SW', 'Docker', 'PostgreSQL', 'MariaDB', 'MSSQL', 'Oracle', 'Python']",6,268,3,10,서울,금천구,70,2024-05-08 00:31:29.318226,https://www.jumpit.co.kr/position/21813,서버/백엔드 개발자,REST API
900372,에이전시 PHP 백엔드 경력직 모집(정규직),코워커넷,"['REST API', 'Linux', 'MySQL', 'PHP', 'MariaDB', 'Laravel']",7,384,3,10,서울,은평구,70,2024-05-08 00:31:30.389129,https://www.jumpit.co.kr/position/21541,서버/백엔드 개발자,REST API
900392,Back Engineer(7년 이상),알티엠,"['TypeScript', 'REST API', 'NoSql', 'GitHub', 'JavaScript', 'Node.js', 'DB']",1,155,7,10,서울,강남구,70,2024-05-08 00:31:35.742837,https://www.jumpit.co.kr/position/21244,서버/백엔드 개발자,REST API
900398,Flutter 앱 & Node.js 개발자(신입 지원가능),인졀미,"['TypeScript', 'REST API', 'NoSql', 'Linux', 'PostgreSQL', 'Node.js', 'Flutter', 'AWS', 'Dart']",4,109,0,5,서울,서초구,70,2024-05-08 00:31:37.881813,https://www.jumpit.co.kr/position/24737,서버/백엔드 개발자,REST API
900399,웹 서비스 자바 개발자,비즈톡,"['Java', 'AngularJS', 'REST API', 'C++', 'C', 'Linux']",6,339,5,10,서울,강남구,70,2024-05-08 00:31:37.881813,https://www.jumpit.co.kr/position/15758,서버/백엔드 개발자,REST API
900401,"C#, C++ 서버/클라이언트 개발자(C++ 개발 가능자 우대)",에이블정보,"['C#', 'REST API', 'AZURE', 'C++', 'Microsoft SQL Server', 'ASP.NET', '.NET', '.NET Core']",6,363,3,15,서울,서초구,70,2024-05-08 00:31:37.881813,https://www.jumpit.co.kr/position/22311,서버/백엔드 개발자,REST API
900407,[MOFIN] 2023 하반기 채용 - 백엔드 개발자,모핀,"['Java', 'RDB', 'REST API', 'NoSql', 'Linux', 'MySQL', 'Kafka', 'Redis', 'MongoDB', 'GoLand', 'Spring']",6,322,5,7,서울,금천구,70,2024-05-08 00:31:40.035019,https://www.jumpit.co.kr/position/21313,서버/백엔드 개발자,REST API
900412,(모플) Backend Server Engineer,한화비전,"['REST API', 'MySQL', 'Node.js']",10,174,5,10,경기,성남시,70,2024-05-08 00:31:42.174388,https://www.jumpit.co.kr/position/24322,서버/백엔드 개발자,REST API
900419,백엔드 개발 (8년 이상),다큐브,"['Java', 'REST API', 'AZURE', 'Spring Boot', 'Spring', 'AWS']",1,17,8,15,서울,영등포구,70,2024-05-08 00:31:47.575140,https://www.jumpit.co.kr/position/24714,서버/백엔드 개발자,REST API
900436,JAVA 백엔드 경력자(판교),오렌지아이,"['WebGL', 'TypeScript', 'REST API', 'PostgreSQL', 'Redux', 'Spring Boot', 'Node.js', 'Oracle', 'React', 'Mybatis']",2,68,4,6,경기,성남시,70,2024-05-08 00:31:56.126506,https://www.jumpit.co.kr/position/23900,서버/백엔드 개발자,REST API
900442,백엔드 개발자(7년 이상),에이아이파크,"['TypeScript', 'Java', 'REST API', 'jQuery', 'Docker', 'NGINX', 'Network', 'Apache HTTP Server', 'Ajax', 'Python']",6,747,7,10,서울,마포구,70,2024-05-08 00:31:58.337135,https://www.jumpit.co.kr/position/9965,서버/백엔드 개발자,REST API
900457,서버 개발자 (시니어),비로보틱스,"['REST API', 'Hibernate', 'MySQL', 'Spring Framework', 'MariaDB', 'Spring Boot', 'AWS', 'Spring Security']",1,26,5,10,서울,송파구,70,2024-05-08 00:32:12.254731,https://www.jumpit.co.kr/position/24660,서버/백엔드 개발자,REST API
900461,[울산] 영상처리 개발자 (Python),인터엑스,"['REST API', 'Linux', 'NGINX', 'Python']",1,208,2,10,울산,중구,70,2024-05-08 00:32:15.447766,https://www.jumpit.co.kr/position/21600,서버/백엔드 개발자,REST API
900471,Account & Community 개발 팀장급 채용,디어유,"['Java', 'REST API', 'NoSql', 'MySQL', 'Spring Boot', 'AWS', 'Python', 'SQL']",0,4,10,15,서울,강남구,70,2024-05-08 00:32:26.144701,https://www.jumpit.co.kr/position/24820,서버/백엔드 개발자,REST API
900507,[병역특례] 프론트엔드 개발 산업기능요원 모집,넛지헬스케어,"['REST API', 'Java', 'CSS 3', 'JavaScript', 'HTML5', 'GraphQL', 'React', 'SQL']",65,3605,0,2,서울,강남구,70,2024-05-08 00:30:14.148526,https://www.jumpit.co.kr/position/17690,프론트엔드 개발자,REST API
900510,서비스 플랫폼 프론트엔드(front-end) 개발,안티그래비티,"['TypeScript', 'CSS 3', 'Vue.js', 'REST API', 'Git', 'Redux', 'HTML5', 'JavaScript', 'Next.js', 'React']",57,1975,4,20,서울,성동구,70,2024-05-08 00:30:14.148526,https://www.jumpit.co.kr/position/8833,프론트엔드 개발자,REST API
900539,프론트엔드 개발,오픈소스컨설팅,"['Vue.js', 'CSS 3', 'REST API', 'Git', 'HTML5', 'JavaScript', 'React', 'Angular 2']",5,125,5,15,서울,강남구,70,2024-05-08 00:30:22.712095,https://www.jumpit.co.kr/position/24228,프론트엔드 개발자,REST API
900548,[SK계열사] 웹 프론트엔드 개발자,파킹클라우드,"['TypeScript', 'Vue.js', 'REST API', 'CSS 3', 'JavaScript', 'HTML5', 'Superset', 'Angular 2']",10,427,6,10,서울,금천구,70,2024-05-08 00:30:25.936439,https://www.jumpit.co.kr/position/22881,프론트엔드 개발자,REST API
900563,[미리캔버스] 시니어 프론트엔드 개발자,미리디,"['TypeScript', 'REST API', 'CSS 3', 'AngularJS', 'JSON', 'Node.js', 'Webpack', 'React', 'Apache HTTP Server']",94,4883,6,12,서울,구로구,70,2024-05-08 00:30:30.226069,https://www.jumpit.co.kr/position/7246,프론트엔드 개발자,REST API
900568,"Front-end 엔지니어(React, Node.js)(병특가능)",딥브레인에이아이,"['REST API', 'AI/인공지능', 'JavaScript', 'Node.js', 'React']",17,851,3,20,서울,강남구,70,2024-05-08 00:30:32.375804,https://www.jumpit.co.kr/position/15850,프론트엔드 개발자,REST API
900569,프론트엔드 개발자 경력직 채용,이노즈,"['TypeScript', 'REST API', 'CSS 3', 'Git', 'HTML5', 'JavaScript', 'React Native', 'React']",13,344,3,15,서울,강남구,70,2024-05-08 00:30:33.443163,https://www.jumpit.co.kr/position/22740,프론트엔드 개발자,REST API
900571,프론트 웹 개발자 채용,하이데브,"['TypeScript', 'CSS 3', 'Vue.js', 'REST API', 'HTML5', 'React']",7,478,3,5,부산,부산진구,70,2024-05-08 00:30:33.443163,https://www.jumpit.co.kr/position/23599,프론트엔드 개발자,REST API
900574,[워트 개발팀] 프론트엔드 개발자 모집,워트인텔리전스,"['AngularJS', 'REST API', 'Java', 'jQuery', 'JavaScript', 'React', 'Mybatis']",37,1688,3,10,서울,서초구,70,2024-05-08 00:30:34.523141,https://www.jumpit.co.kr/position/7325,프론트엔드 개발자,REST API
900577,"[아프리카TV] Global 서비스 Front-end 개발(React, Next.js)",숲,"['REST API', 'Next.js', 'React Native', 'CodePush', 'React']",73,2422,4,10,경기,성남시,70,2024-05-08 00:30:35.588934,https://www.jumpit.co.kr/position/17179,프론트엔드 개발자,REST API
900582,[두핸즈] 프론트엔드 소프트웨어 엔지니어 채용 (경력 3년 ~ 7년),두핸즈,"['TypeScript', 'REST API', 'SCSS', 'mobX', 'Next.js', 'CSS Modules', 'React', 'AWS']",8,393,3,7,서울,성동구,70,2024-05-08 00:30:37.769607,https://www.jumpit.co.kr/position/23598,프론트엔드 개발자,REST API
900583,"프론트 개발자 팀원 모집(경력 3년 이상, 연봉 4500만원)",와이리,"['CSS 3', 'REST API', 'Redux', 'HTML5', 'ES6', 'React Native', 'React']",62,1581,3,10,서울,중구,70,2024-05-08 00:30:37.769607,https://www.jumpit.co.kr/position/16999,프론트엔드 개발자,REST API
900586,[O2pluss] 프론트엔드 개발자,오투플러스,"['Vue.js', 'AngularJS', 'REST API', 'Git', 'vuex', 'React']",18,777,3,10,경기,용인시,70,2024-05-08 00:30:38.831704,https://www.jumpit.co.kr/position/6815,프론트엔드 개발자,REST API
900606,프론트엔드 개발자,텐엑스,"['TypeScript', 'REST API', 'Git', 'Figma', 'Slack', 'JavaScript', 'MySQL', 'Node.js', 'AWS', 'Angular 2']",27,1447,2,9,부산,남구,70,2024-05-08 00:30:46.370091,https://www.jumpit.co.kr/position/18886,프론트엔드 개발자,REST API
